Anjanavati style	அஞ்சனாவதி நடை
அஞ்சனாவதிக்கூட்டம்	அஞ்சனாவதிக்கூட்டம்
Anjani	அஞ்சனி
Fear	அஞ்சனை
Anjar	அஞ்சர்
Post Office	அஞ்சலகம்
Tribute	அஞ்சலி
Mail	அஞ்சல்
Postage cost	அஞ்சல் செலவு
Postal Stamp	அஞ்சல் தலை
Mail friend	அஞ்சல் நண்பன்
Anjaan	அஞ்சான்
Fear	அஞ்சியநிலை
Fear	அஞ்சியிருத்தல்
அஞ்சுபார்	அஞ்சுபார்
Anjan	அஞ்ஜன்
Ignorance	அஞ்ஞானம்
Anjani	அஞ்ஞானி
Mortgage	அடகு
Mortgagor	அடகுஅளிப்பவர்
The pawnbroker	அடகுகொடுப்பவர்
Pawn shop	அடகுக்கடை
Mortgage	அடகுச்சீட்டு
Mortgage	அடகுத்தொழில்
The pawnbroker	அடகுபிடிப்பவர்
Mortgage	அடகுப்பணம்
Mortgagee	அடகுவாங்குபவர்
Suppression	அடக்குதல்
Incontinence	அடங்காமை
Damn	அடடா
Mortgage	அடமானம்
Adam	அடம்
அடர்காடு	அடர்காடு
Density	அடர்த்தி
Dense board	அடர்த்தியான பலகை
Dense bushes	அடர்ந்த முட்புதர்
Atarvanam	அடர்வனம்
அடல்பிகாரிவாஜ்பாய்	அடல்பிகாரிவாஜ்பாய்
அடவுக்கடை	அடவுக்கடை
Adana ragam	அடாணா ராகம்
Adana	அடானா
அடாவடி	அடாவடி
Adavatittanam	அடாவடித்தனம்
Ft	அடி
Water pump	அடிகுழாய்
Often	அடிக்கடி
Foundation stone laying	அடிக்கல் நாட்டல்
அடிசில் ஏனம்	அடிசில் ஏனம்
Luggage in the basement	அடிசில் சாமான்
Zaman in the base	அடிசில் ஜாமான்
Phantom at the base	அடிசில் பாண்டம்
The character at the base	அடிசில் பாத்திரம்
Footprint	அடிச்சுவடு
Beat	அடிதடி
A type of pa with thirteen tablets per foot	அடிதோறும் பதிமூன்று மாத்திரை கொண்ட ஒரு பா வகை
Base	அடித்தண்டு
Foundation Nattal	அடித்தலம் நாட்டல்
Scoring	அடித்தல்
Foundation	அடித்தளம்
Tonsils	அடிநா
Tonsil	அடிநாக்கு
Bottom line	அடிநிலை போடல்
அடிபம்பு	அடிபம்பு
Bottom	அடிபாகம்
Base	அடிப்பகுதி
Basic	அடிப்படை
Basic	அடிப்படைப்பொருள்
Footer	அடிப்பாகம்
Addiction	அடிமனசு
Addictive	அடிமனது
Addiction	அடிமனம்
அடிமரம்	அடிமரம்
அடிமுட்டாள்	அடிமுட்டாள்
Slave	அடிமை
Addiction	அடிமைத்தனம்
Slavery	அடிமைமுறை
அடியா	அடியா
Servants	அடியாட்கள்
Servant	அடியாள்
Bottom current	அடியிலுள்ள நீரோட்டம்
Adiyuram Podal	அடியுரம் போடல்
Adilpajal	அடில்பஜல்
Undergrowth shrub	அடிவளர்ச்சிப் புதர்
Horizon	அடிவானம்
Foundation	அடிவாரம்
Kitchen commodity	அடுகைமனை பண்டம்
அடுக்கலன்	அடுக்கலன்
Kitchen	அடுக்கலம்
Working tiles	அடுக்களை வேலை
The character of the tiles	அடுக்களைப் பாத்திரம்
Layer	அடுக்கு
Stacking	அடுக்குதல்
Apartment	அடுக்குமாடி
Layer	அடுக்குமுறை
Layer	அடுக்குவளம்
Nextborn	அடுத்தபிறவி
Next	அடுத்தவர்
Next up is the brewery	அடுநறா காய்ச்சுபவள்
Next work	அடுப்படி வேலை
Putting in the oven	அடுப்பில் வைத்தல்
Stove	அடுப்பு
Stove work	அடுப்பு வேலை
House	அடுமனை
Adusa	அடூசா
Shelter	அடைக்கலம்
Achieving	அடைதல்
Closure	அடைப்பு
Closing accent	அடைப்பு மெய்யொலி
Bracket	அடைப்புக்குறி
Unattainable	அடையப்பெறாத
Logo	அடையாளச்சின்னம்
ID	அடையாளச்சீட்டு
ID	அடையாளச்சொல்
Identification	அடையாளம்
Identity	அடையாள்
Latitude	அட்சக்கோடு
அட்சதை	அட்சதை
Latitude character	அட்சதை பாத்திரம்
அட்சய திருதியை	அட்சய திருதியை
அட்சய நவமி	அட்சய நவமி
Latitude	அட்சரேகை
அட்டகாசம்	அட்டகாசம்
Hatton statue	அட்டன் சிலை
அட்டப்பல்லக்கு	அட்டப்பல்லக்கு
Table	அட்டவணை
அட்டாளம்	அட்டாளம்
Necklace	அட்டிகை
Attic	அட்டியல்
Bullying	அட்டூழியம்
Card	அட்டை
Cover page	அட்டைப்பக்கம்
Cardboard	அட்டைவீடு
Attudi	அட்டௌடி
Attorney	அட்தாட்சியர்
Atlantic Ocean	அட்லாண்டிக்கடல்
Atlantic Ocean	அட்லாண்டிக்பெருங்கடல்
Atlantic Ocean	அட்லாண்டிக்மகாசமுத்திரம்
Advance	அட்வான்ஸ்
Advance copy	அட்வான்ஸ் காப்பி
Advance copy	அட்வான்ஸ் பிரதி
Adwari	அட்வாரி
Latitude	அட்ஷரேகை
The story of Anakkan	அணக்கண் கதை
அணல்	அணல்
Team	அணி
Team	அணிகம்
Costume	அணிகலன்
Wearing	அணிதல்
Wearing	அணிந்துகொள்ளுதல்
The team way	அணிப்பாடான வழி
அணிமா	அணிமா
The collective way	அணிமாவான வழி
Wearing area	அணியும் பகுதி
Squirrel	அணில்
Parade	அணிவகுப்பு
Nuclear	அணு
Atomic number	அணுஎண்ணிக்கை
Atomic bomb	அணுகுண்டு
Atomic	அணுக்கூறு
Dam	அணை
Dam	அணைக்கட்டு
Turn off	அணைத்தல்
Ovary	அண்டகோசம்
அண்டசக்குஞ்சு	அண்டசக்குஞ்சு
The universe	அண்டம்
Ovulation	அண்டவாதம்
அண்டவாய்	அண்டவாய்
Ovary	அண்டா
Andy	அண்டி
Antigua	அண்டிகுவாவாசி
அண்டிருத்தல்	அண்டிருத்தல்
Neighbor	அண்டைநாடு
neighbour	அண்டைவீட்டார்
Neighbor	அண்டைவீட்டுகாரர்
Andorra	அண்டோரா
அண்ணந்தண்ணி	அண்ணந்தண்ணி
Brother	அண்ணன்
niece	அண்ணன் மகள்
Annapoorni	அண்ணபூரனி
Palate	அண்ணம்
அண்ணாச்சி	அண்ணாச்சி
Sister in Law	அண்ணி
Recent	அண்மை
Recently	அண்மையில்
Neighbor	அண்மைவீட்டுக்காரர்
அதக்கசார்	அதக்கசார்
அதட்டல்	அதட்டல்
அதப்பின்மை	அதப்பின்மை
அதமன்	அதமன்
அதரம்	அதரம்
அதரம்.	அதரம்.
அதர்மம்	அதர்மம்
அதர்வணம்	அதர்வணம்
Atharvanavedam	அதர்வனவேதம்
Atharvani	அதர்வனி
Adarva	அதர்வா
Wages for that	அதற்கான கூலி
The place for it	அதற்குரிய இடம்
The underworld	அதல பாதாளம்
அதளம்	அதளம்
அதளி	அதளி
அதாங்கா	அதாங்கா
Adana	அதானா
அதாரி	அதாரி
அதிஅன்பன்	அதிஅன்பன்
More desire	அதிக ஆசை
More bliss	அதிக ஆனந்தம்
More depth	அதிக ஆழம்
More control	அதிக கட்டுப்பாடு
More expensive	அதிக விலை
More	அதிகஅளவு
High contempt	அதிகஅவமதிப்பு
அதிகானந்தம்	அதிகஆனந்தம்
Overcharge	அதிககட்டணம்
Overload	அதிகசுமை
Overweight	அதிகபளு
Over-preaching	அதிகபிரசங்கிதனம்
Favorite	அதிகபிரியமானவர்
Counting too much	அதிகமாக எண்ணுதல்
More	அதிகமான
The one who talks too much	அதிகமாய்பேசுகிறவர்
Much	அதிகம்
Increasing production	அதிகரிக்கிற உற்பத்தி
Increasing cultivation	அதிகரிக்கிற சாகுபடி
Increasing yield	அதிகரிக்கிற மகசூல்
Increasing pollution	அதிகரிக்கிற மாசூல்
Increasing yield	அதிகரிக்கிற விளைச்சல்
Increase	அதிகரிப்பு
more profit	அதிகலாபம்
excess tax	அதிகவரி
Overwork	அதிகவேலை
Boundary of power	அதிகார எல்லை
Dismissal	அதிகார நீக்கம்
The regime run by the ruling class	அதிகார வர்க்கம் நடத்தும் ஆட்சிமுறை
Authority	அதிகாரடாகை
Charter	அதிகாரபத்திரம்
Power	அதிகாரம்
Officer	அதிகாரி
Committee of Officers	அதிகாரிகளின் குழு
Miracle	அதிசயம்
அதிசியோபமா	அதிசியோபமா
அதிஜிகவ்	அதிஜிகவ்
Aditi	அதிதி
அதினாப்	அதிநாப்
அதிநேசன்	அதிநேசன்
Adinav star	அதினவ் நட்சத்திரம்
அதிபாண்டுகம்பலா	அதிபாண்டுகம்பலா
அதிபிரியன்	அதிபிரியன்
Licorice	அதிமதுரம்
அதிமான்சக்	அதிமான்சக்
Officer	அதியாரி
அதியார்	அதியார்
Good luck	அதிருஷ்டம்
Unlucky	அதிர்ஷ்டமின்மை
Good luck	அதிர்ஷ்டம்
Fortunately	அதிர்ஷ்டவசம்
Extravagant community	அதிவிடய சமூகம்
The lucky one	அதிஷ்டக்காரன்
Lucky	அதிஷ்டசாலி
Good luck	அதிஷ்டம்
The unlucky one	அதிஷ்டம்இல்லாதவன்
Athis	அதீஸ்
It is irrelevant	அதைப்பின்மை
அதுப்பு	அதைப்பு
Aunt	அத்தா
அத்தாசி	அத்தாசி
அத்தாச்சி	அத்தாச்சி
அத்தான்	அத்தான்
அத்தாரி	அத்தாரி
Fig Fruit	அத்திப்பழம்
Fig tree	அத்திமரம்
Cousin	அத்திம்பேர்
Chapter	அத்தியாயம்
அத்திரி	அத்திரி
Transgressor	அத்துமீறுபவர்
Aunt	அத்தை
Aunt's daughter.	அத்தையின் மகள்.
Cousin	அத்தையின்மகன்
அத்புத்	அத்புத்
அத்யாகின்	அத்யாகின்
அத்யாத்மஞானி	அத்யாத்மஞானி
Atri River	அத்ரி நதி
That's it	அத்ரே
அத்வர்ய	அத்வர்ய
அத்வாரி	அத்வாரி
அத்வு	அத்வு
Indecent	அநாகரிகம்
Anakath	அநாகாத்
Orphanage	அநாதைவிடுதி
Unnecessary	அநாவசியம்
Injustice	அநியாயம்
அநிருத்தன்	அநிருத்தன்
Injustice	அநீதி
Dark night	அந்தகாரமான இரவு
Dark statue	அந்தகாரி சிலை
That	அந்தக்
அந்தணன்	அந்தணன்
Andhapura guard	அந்தப்புர காவலாளி
Andhapuram	அந்தப்புரம்
Andaman and Nicobar	அந்தமான்நிக்கோபார்
end	அந்தம்
Private Secretary	அந்தரங்க செயலாளர்
Privacy	அந்தரங்கப்பாதை
Privacy	அந்தரங்கம்
Private	அந்தரங்கவழி
Privacy	அந்தரங்கஸ்தானம்
Indigenous water	அந்தரநதி நீர்
Dark night	அந்தரமான இரவு
அந்தரம்	அந்தரம்
அந்தரம்.	அந்தரம்.
அந்தரிட்சம்	அந்தரிட்சம்
Antarvedi water	அந்தர்வேதி நீர்
Status	அந்தஸ்து
அந்தாக்சரி	அந்தாக்சரி
அந்தாதி	அந்தாதி
அந்தாபகலா	அந்தாபகலா
Twilight Mandara	அந்தி மந்தாரை
அந்திக்கருக்கல்	அந்திக்கருக்கல்
The end time	அந்திநேரம்
In the evening	அந்திபொழுது
அந்தியன்	அந்தியன்
Moth	அந்துப்பூச்சி
அந்நியதானுப்பத்தி	அந்நியதானுப்பத்தி
Paganism	அந்நியமதம்
Stranger	அந்நியர்
அந்நியோத்பாக்கி	அந்நியோத்பாக்கி
Anangsekar	அனங்க்சேகர்
அனச்சக்கரி	அனச்சக்கரி
Anathyavias	அனத்யவியாஸ்
Infinite	அனந்த
Anantha Chaturdasi	அனந்த சதுர்த்தசி
Infinite Power	அனந்தசக்தி
Ananthasesha	அனந்தசேஷா
அனந்தடங்க்	அனந்தடங்க்
Ananthadarshan	அனந்ததர்ஷன்
Ananthadevan	அனந்ததேவன்
Ananthanathar	அனந்தநாதர்
Ananthan	அனந்தன்
Statue of Ananthan	அனந்தன் சிலை
அனந்தரச்	அனந்தரச்
Infinite Victory	அனந்தவிஜயம்
Infinite	அனந்தவீரிய
Ananthanupathi	அனந்தானுபதி
Anandi	அனந்தி
Infinite future	அனந்திய எதிர்காலம்
அனந்தைத்யன்	அனந்தைத்யன்
Ananupasha	அனனுபாஷா
அனப்பா	அனப்பா
Anal	அனலா
Analog statue	அனலாடி சிலை
Flammable weapon	அனலை உமிழும் ஆயுதம்
Flammable instrument	அனலை உமிழும் கருவி
Thermal	அனல்
Thermal air	அனல்காற்று
அனல்பங்க்	அனல்பங்க்
Anal Prabha	அனல்பிரபா
Anavkangsha	அனவ்காங்க்ஷா
Anavkangsha	அனவ்காங்ஷா
அனவ்காசித்	அனவ்காசித்
Anahatnath	அனஹத்நாத்
Ana	அனா
அனாகத்சக்கரம்	அனாகத்சக்கரம்
Anacranta	அனாக்ராந்தா
Helpless condition	அனாதரவான நிலை
Orphan Team	அனாதர் அணி
Orphan	அனாதை
Orphanage	அனாதைவிடுதி
அனாத்மத்துக்கம்	அனாத்மத்துக்கம்
Anamika	அனாமிகா
Anonymous	அனாமிக்பந்தன்
Anonymous	அனாம்
Anonymous language	அனாம் மொழி
Anonymous	அனாம்வாசி
அனாயம்	அனாயம்
அனாரியதித்தம்	அனாரியதித்தம்
Anarchists	அனாரியதேசத்து வாசிகள்
Analambi (a lute)	அனாலம்பி ( ஒரு வீணை )
Unnecessary	அனாவசியம்
அனிகம்	அனிகம்
Reflex	அனிச்சை
Reflex action	அனிச்சை செயல்
Reflex action	அனிச்சைச் செயல்
Aniseed leaf	அனிஞ்சில் இலை
Anima	அனிமா
Aniachan	அனியாச்சன்
Gas condition	அனிலநிலை
Aniviruthi Vadar	அனிவிருத்தி வாதர்
Approved	அனுகித்
Adaptation	அனுகிரகம்
அனுகிருத்தி	அனுகிருத்தி
Anukita	அனுகீதா
Unfavorable	அனுகூலமற்றவை
Advantage	அனுகூலம்
Advantage	அனுகூலா
அனுக்கக்குஞ்சு	அனுக்கக்குஞ்சு
அனுக்கிரமனிக்கா	அனுக்கிரமனிக்கா
Anukti	அனுக்தி
அனுசம்	அனுசம்
அனுசயனா	அனுசயனா
அனுசயி	அனுசயி
அனுசியா	அனுசியா
அனுசுயா	அனுசுயா
Anuja	அனுஜா
Unsympathetic	அனுதாபமற்ற
Sympathetic	அனுதாபமானவர்
Unsympathetic	அனுதாபமில்லாத
Sympathy	அனுதாபம்
அனுத்தரித்	அனுத்தரித்
Experienced	அனுபக்தக்
Inexperience	அனுபமின்மை
Anupayas	அனுபயாஸ்
Anupal	அனுபல்
Anupallavi	அனுபல்லவி
Experiences	அனுபவங்கள்
An experienced poet	அனுபவமிக்க ஒரு கவிஞர்
Inexperience	அனுபவமின்மை
An experienced poet	அனுபவமுள்ள ஒரு கவிஞர்
Experience	அனுபவம்
An experienced poet	அனுபவம் வாய்ந்த ஒரு கவிஞர்
Enjoying	அனுபவித்தல்
Experienced	அனுபவித்தவர்கள்
அனுபாதக்	அனுபாதக்
Anupalan	அனுபாலன்
Anubhav	அனுபாவ்
Anupranan	அனுபிரானன்
Anupresa	அனுபிரேசா
Enjoy	அனுபூதி
Approach	அனுபோகம்
Anupothak	அனுபோதக்
Sender	அனுப்புநர்
Sender	அனுப்புனர்
Shipping fee	அனுப்பும் கூலி
Permission	அனுமதி
Granter	அனுமதி அளிப்பவர்
Letter of permission	அனுமதி கடிதம்
Permitter	அனுமதி கொடுப்பவர்
Admission slip	அனுமதி சீட்டு
Inference	அனுமன்
Permit	அனுமரணம்
Assumption	அனுமானம்
Anumlosa	அனும்லோசா
Anuras	அனுரஸ்
Anuradha	அனுராதா
அனுலாப்	அனுலாப்
Anuleban	அனுலேபன்
அனுலோம்	அனுலோம்
அனுலோம்விவாகம்	அனுலோம்விவாகம்
Anuwatsar	அனுவத்சர்
Anuvashtaka	அனுவஷ்டகா
Anuva	அனுவா
Anuvak	அனுவாக்
Anuvasan	அனுவாசன்
Anuvadi	அனுவாதி
Anuvesh	அனுவேஷ்
Anushya	அனுஷியா
Anusha	அனுஷை
அனுஷ்துப்	அனுஷ்துப்
அனுஸ்னான்	அனுஸ்னான்
Anook	அனூக்
Anooch	அனூச்
அனைக்காந்தக்ஹேது	அனைக்காந்தக்ஹேது
All people	அனைத்து மக்கள்
அனோதயனாம்	அனோதயனாம்
அன்ன நடை	அன்ன நடை
அன்ன நடையழகி	அன்ன நடையழகி
அன்னஆகாரம்	அன்னஆகாரம்
Annakood	அன்னகூட்
Food	அன்னசாரம்
அன்னச்சத்திரம்	அன்னச்சத்திரம்
அன்னதானம்	அன்னதானம்
Donor	அன்னதானம் செய்பவர்
Annapoorni	அன்னபூரணி
